Metric,Sample Size,Sample ID,Value,Bootstrap CI Low,Bootstrap CI High
Average Affinity,50,0,0.6611216576856307,,
Average Affinity,50,1,0.6217712182617409,,
Average Affinity,50,10,0.6321411311391725,,
Average Affinity,50,100,0.6298317146407434,,
Average Affinity,50,101,0.7058053386768239,,
Average Affinity,50,102,0.62735995601248,,
Average Affinity,50,103,0.6355708584185555,,
Average Affinity,50,104,0.6210397116239981,,
Average Affinity,50,105,0.6223122497119147,,
Average Affinity,50,106,0.6286927217002087,,
Average Affinity,50,107,0.6347736202250325,,
Average Affinity,50,108,0.6359678683503476,,
Average Affinity,50,109,0.6280214090648798,,
Average Affinity,50,11,0.6074129987834731,,
Average Affinity,50,110,0.6304132560292286,,
Average Affinity,50,111,0.6458918996169898,,
Average Affinity,50,112,0.6560435061242544,,
Average Affinity,50,113,0.6108505672945868,,
Average Affinity,50,114,0.599238622265949,,
Average Affinity,50,115,0.6425503123555186,,
Average Affinity,50,116,0.6524021473250955,,
Average Affinity,50,117,0.6386735772003038,,
Average Affinity,50,118,0.6432846983404892,,
Average Affinity,50,119,0.6461824408961578,,
Average Affinity,50,12,0.6259728492900921,,
Average Affinity,50,120,0.6102902494331067,,
Average Affinity,50,121,0.6216440310460021,,
Average Affinity,50,122,0.6395531671315143,,
Average Affinity,50,123,0.6207796065794741,,
Average Affinity,50,124,0.6098165381440795,,
Average Affinity,50,125,0.6061686113041708,,
Average Affinity,50,126,0.6576453543823546,,
Average Affinity,50,127,0.6824920078307014,,
Average Affinity,50,128,0.6321093239300735,,
Average Affinity,50,129,0.6307487882370993,,
Average Affinity,50,13,0.6189517802108317,,
Average Affinity,50,130,0.6278477907453709,,
Average Affinity,50,131,0.6177118972902446,,
Average Affinity,50,132,0.6381205073508097,,
Average Affinity,50,133,0.6252295163679508,,
Average Affinity,50,134,0.6151426014014628,,
Average Affinity,50,135,0.6263448206350208,,
Average Affinity,50,136,0.6177196763417148,,
Average Affinity,50,137,0.6282256591859804,,
Average Affinity,50,138,0.6353421880030207,,
Average Affinity,50,139,0.6420342161927428,,
Average Affinity,50,14,0.6093067221876222,,
Average Affinity,50,140,0.6265400425834493,,
Average Affinity,50,141,0.6454795196273997,,
Average Affinity,50,142,0.6395694739048502,,
Average Affinity,50,143,0.6580599593220746,,
Average Affinity,50,144,0.624249483251947,,
Average Affinity,50,145,0.647698165983185,,
Average Affinity,50,146,0.6278005793796213,,
Average Affinity,50,147,0.6205148545633791,,
Average Affinity,50,148,0.6234181923395924,,
Average Affinity,50,149,0.6408525540542032,,
Average Affinity,50,15,0.6219201434959949,,
Average Affinity,50,150,0.6144400161066937,,
Average Affinity,50,151,0.6248588583302995,,
Average Affinity,50,152,0.6056903894389843,,
Average Affinity,50,153,0.6250289424040294,,
Average Affinity,50,154,0.642576617113011,,
Average Affinity,50,155,0.6277890123467933,,
Average Affinity,50,156,0.605551744005873,,
Average Affinity,50,157,0.6242078761329094,,
Average Affinity,50,158,0.6338409178207624,,
Average Affinity,50,159,0.6243332887039527,,
Average Affinity,50,16,0.6600872664855416,,
Average Affinity,50,160,0.6393673248748123,,
Average Affinity,50,161,0.6343699765620533,,
Average Affinity,50,162,0.6388186136610032,,
Average Affinity,50,163,0.6325737116901897,,
Average Affinity,50,164,0.6455955279354849,,
Average Affinity,50,165,0.619486247631885,,
Average Affinity,50,166,0.6386900303981243,,
Average Affinity,50,167,0.6431886734643728,,
Average Affinity,50,168,0.6223156310143106,,
Average Affinity,50,169,0.612456195009332,,
Average Affinity,50,17,0.6493374452537907,,
