Metric,Sample Size,Mean Value,Sample CI Low,Sample CI High,Sample CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Average Affinity,50,0.6314590183491944,0.6051062445529588,0.6786720109096271,0.1165012522095088,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,100,0.6301518481013885,0.6130705181359273,0.6549707987815894,0.06649235540910535,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,150,0.6305348726928738,0.6151259509259179,0.6496621377062543,0.05477284171903129,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,200,0.6309845520415603,0.6191382426407919,0.6457286790990301,0.04214118455389193,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,250,0.6313281135302227,0.6199144568889339,0.6448703712575002,0.039529230258762565,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,300,0.6311512910080576,0.6215513936298764,0.6443576619922152,0.03613439231965008,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,350,0.6311471498899263,0.6219972776324635,0.6426417604311119,0.03270946054695619,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,400,0.6311103624364026,0.6223616529281377,0.6411313817149282,0.029740802724788004,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,450,0.6311710600612116,0.622701840099798,0.640683095345963,0.02848871943593416,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
Average Affinity,500,0.6307230195691107,0.6231662765866642,0.640274584194066,0.0271249139108473,0.00741394242735438,0.6001943674032181,0.08014475657031994,1.3884834459172923e-08,50.0,True
