Metric,Sample Size,Sample ID,Value,Bootstrap CI Low,Bootstrap CI High
Average Affinity,50,0,0.8757142857142857,,
Average Affinity,50,1,0.8775510204081632,,
Average Affinity,50,10,0.873265306122449,,
Average Affinity,50,100,0.8855102040816326,,
Average Affinity,50,101,0.873265306122449,,
Average Affinity,50,102,0.8855102040816326,,
Average Affinity,50,103,0.8889795918367347,,
Average Affinity,50,104,0.8757142857142857,,
Average Affinity,50,105,0.9069387755102041,,
Average Affinity,50,106,0.8797959183673469,,
Average Affinity,50,107,0.8971428571428571,,
Average Affinity,50,108,0.8855102040816326,,
Average Affinity,50,109,0.8797959183673469,,
Average Affinity,50,11,0.8855102040816326,,
Average Affinity,50,110,0.873265306122449,,
Average Affinity,50,111,0.8824489795918368,,
Average Affinity,50,112,0.8757142857142857,,
Average Affinity,50,113,0.8757142857142857,,
Average Affinity,50,114,0.8775510204081632,,
Average Affinity,50,115,0.8775510204081632,,
Average Affinity,50,116,0.8757142857142857,,
Average Affinity,50,117,0.8726530612244898,,
Average Affinity,50,118,0.873265306122449,,
Average Affinity,50,119,0.8824489795918368,,
Average Affinity,50,12,0.8824489795918368,,
Average Affinity,50,120,0.8889795918367347,,
Average Affinity,50,121,0.8855102040816326,,
Average Affinity,50,122,0.8824489795918368,,
Average Affinity,50,123,0.8757142857142857,,
Average Affinity,50,124,0.8928571428571429,,
Average Affinity,50,125,0.8742857142857143,,
Average Affinity,50,126,0.8797959183673469,,
Average Affinity,50,127,0.8797959183673469,,
Average Affinity,50,128,0.8824489795918368,,
Average Affinity,50,129,0.8775510204081632,,
Average Affinity,50,13,0.8824489795918368,,
Average Affinity,50,130,0.8855102040816326,,
Average Affinity,50,131,0.8775510204081632,,
Average Affinity,50,132,0.8775510204081632,,
Average Affinity,50,133,0.9018367346938776,,
Average Affinity,50,134,0.8757142857142857,,
Average Affinity,50,135,0.8824489795918368,,
Average Affinity,50,136,0.8797959183673469,,
Average Affinity,50,137,0.8797959183673469,,
Average Affinity,50,138,0.8824489795918368,,
Average Affinity,50,139,0.9069387755102041,,
Average Affinity,50,14,0.8742857142857143,,
Average Affinity,50,140,0.8928571428571429,,
Average Affinity,50,141,0.8797959183673469,,
Average Affinity,50,142,0.8855102040816326,,
Average Affinity,50,143,0.8757142857142857,,
Average Affinity,50,144,0.8824489795918368,,
Average Affinity,50,145,0.8757142857142857,,
Average Affinity,50,146,0.873265306122449,,
Average Affinity,50,147,0.8726530612244898,,
Average Affinity,50,148,0.8797959183673469,,
Average Affinity,50,149,0.8928571428571429,,
Average Affinity,50,15,0.873265306122449,,
Average Affinity,50,150,0.8855102040816326,,
Average Affinity,50,151,0.8775510204081632,,
Average Affinity,50,152,0.873265306122449,,
Average Affinity,50,153,0.8797959183673469,,
Average Affinity,50,154,0.8797959183673469,,
Average Affinity,50,155,0.8824489795918368,,
Average Affinity,50,156,0.8775510204081632,,
Average Affinity,50,157,0.873265306122449,,
Average Affinity,50,158,0.8724489795918368,,
Average Affinity,50,159,0.8928571428571429,,
Average Affinity,50,16,0.8889795918367347,,
Average Affinity,50,160,0.8775510204081632,,
Average Affinity,50,161,0.8824489795918368,,
Average Affinity,50,162,0.8724489795918368,,
Average Affinity,50,163,0.8855102040816326,,
Average Affinity,50,164,0.8757142857142857,,
Average Affinity,50,165,0.8889795918367347,,
Average Affinity,50,166,0.8797959183673469,,
Average Affinity,50,167,0.8757142857142857,,
Average Affinity,50,168,0.8742857142857143,,
Average Affinity,50,169,0.8726530612244898,,
Average Affinity,50,17,0.8824489795918368,,
Average Affinity,50,170,0.8855102040816326,,
Average Affinity,50,171,0.8726530612244898,,
Average Affinity,50,172,0.8742857142857143,,
Average Affinity,50,173,0.8726530612244898,,
Average Affinity,50,174,0.8726530612244898,,
Average Affinity,50,175,0.8757142857142857,,
Average Affinity,50,176,0.8797959183673469,,
Average Affinity,50,177,0.8726530612244898,,
Average Affinity,50,178,0.8742857142857143,,
Average Affinity,50,179,0.8928571428571429,,
Average Affinity,50,18,0.8757142857142857,,
Average Affinity,50,180,0.8889795918367347,,
Average Affinity,50,181,0.8757142857142857,,
Average Affinity,50,182,0.8742857142857143,,
Average Affinity,50,183,0.8928571428571429,,
Average Affinity,50,184,0.873265306122449,,
Average Affinity,50,185,0.8757142857142857,,
Average Affinity,50,186,0.8928571428571429,,
Average Affinity,50,187,0.8797959183673469,,
Average Affinity,50,188,0.8757142857142857,,
Average Affinity,50,189,0.8742857142857143,,
Average Affinity,50,19,0.8797959183673469,,
Average Affinity,50,190,0.8775510204081632,,
Average Affinity,50,191,0.8775510204081632,,
Average Affinity,50,192,0.8824489795918368,,
Average Affinity,50,193,0.8757142857142857,,
Average Affinity,50,194,0.8757142857142857,,
Average Affinity,50,195,0.8855102040816326,,
