Metric,Sample Size,Mean Value,Median Value,Bootstrap CI Low,Bootstrap CI High,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Q05,Sample Q95,Empirical CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Average Affinity,100,0.6539971236171236,0.6541289081289081,,,0.6026924963924964,0.7105396825396825,0.16490467962719074,0.6071582010582011,0.7053721019721019,0.15017482090853843,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,200,0.6503070064608758,0.6497761426178512,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,300,0.6534601167914211,0.6519738811912724,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,400,0.6550142326053228,0.6558109559613319,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,500,0.6540454921271113,0.6541447848077105,,,0.6294085971943888,0.6798760635556829,0.07716201238106829,0.6308072640519132,0.6776509094379235,0.07162138712043349,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,600,0.653810570262607,0.6535156477727428,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,700,0.6545060331085223,0.6548502038869912,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,800,0.6548762080576911,0.6565731643721318,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,900,0.6544075579568127,0.6536226024212677,,,,,,,,,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Affinity,1000,0.6526261035321035,0.6523850088183422,,,0.6357706272939606,0.668635178035178,0.05035739539584746,0.6379128137661472,0.6680227823061158,0.046136629192441526,0.02312116860684792,0.46518317198029213,0.03870322402530131,0.22139360311149445,100.0,True
Average Distinct Activities per Trace,100,7.4209000000000005,7.4350000000000005,,,7.04425,7.78,0.09914565618725496,7.0795,7.7505,0.090420299424598,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,200,7.3968,7.395,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,300,7.4158333333333335,7.41,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,400,7.425924999999999,7.4375,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,500,7.41938,7.415,,,7.25075,7.591349999999999,0.04590680083780577,7.258,7.576099999999999,0.042874202426617776,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,600,7.41715,7.415,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,700,7.4215,7.424285714285714,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,800,7.425762499999999,7.4425,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,900,7.422655555555556,7.418888888888889,,,,,,,,,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Distinct Activities per Trace,1000,7.41059,7.409,,,7.292949999999999,7.515625,0.030048214784517916,7.30925,7.512,0.027359494992976265,0.01909307065971266,0.5464583135733893,0.017869030340569445,0.5724773974507364,100.0,True
Average Edit Distance,100,4.98000404040404,4.956767676767677,,,4.212752525252526,5.6320707070707074,0.2850034197367897,4.374727272727273,5.582454545454546,0.24251531985289054,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,200,5.012291959798995,5.01359296482412,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,300,4.974684503901895,4.995719063545151,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,400,4.954442606516291,4.936672932330827,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,500,4.96461002004008,4.971991983967936,,,4.6408855711422845,5.293884569138276,0.13153077388961157,4.675007615230461,5.238416432865731,0.11348500997279161,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,600,4.968637952142459,4.960236505286589,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,700,4.9563390557939915,4.947999182505621,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,800,4.956460607008761,4.941914893617021,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,900,4.961376269929551,4.968612038066988,,,,,,,,,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Average Edit Distance,1000,4.984639219219219,4.9924614614614615,,,4.771451301301301,5.16831016016016,0.07961636567972548,4.787221121121122,5.165712812812813,0.0759316121079224,-0.03395519094172145,0.2833950681564,-0.03544207559264742,0.2628301781790043,100.0,True
Avg. Trace Length,100,12.841800000000001,12.870000000000001,,,12.0885,13.56,0.1145867401766108,12.159,13.501,0.10450248407544104,0.019093070659712757,0.5464583135733856,0.017869030340569445,0.5724773974507364,100.0,True
