Metric,Sample Size,Sample ID,Value,Bootstrap CI Low,Bootstrap CI High
Average Affinity,100,0,0.6560358309370178,,
Average Affinity,100,1,0.643793753173784,,
Average Affinity,100,10,0.6418600997194904,,
Average Affinity,100,11,0.6288602787916515,,
Average Affinity,100,12,0.6228188624909472,,
Average Affinity,100,13,0.6351300439899513,,
Average Affinity,100,14,0.6536110017815385,,
Average Affinity,100,15,0.6179809294974417,,
Average Affinity,100,16,0.6091559532372226,,
Average Affinity,100,17,0.6305687678048361,,
Average Affinity,100,18,0.6199838179822699,,
Average Affinity,100,19,0.6349279402705615,,
Average Affinity,100,2,0.6363260449847136,,
Average Affinity,100,20,0.6374609122578683,,
Average Affinity,100,21,0.6350913590671073,,
Average Affinity,100,22,0.6194544911000023,,
Average Affinity,100,23,0.6426292940709867,,
Average Affinity,100,24,0.6211492026014732,,
Average Affinity,100,25,0.6098013670291794,,
Average Affinity,100,26,0.6205157340270862,,
Average Affinity,100,27,0.6105060618966707,,
Average Affinity,100,28,0.6320840991367308,,
Average Affinity,100,29,0.6204850922116153,,
Average Affinity,100,3,0.6389606981903165,,
Average Affinity,100,30,0.6222900099079148,,
Average Affinity,100,31,0.6295738091266984,,
Average Affinity,100,32,0.6295332071513701,,
Average Affinity,100,33,0.6167385149345934,,
Average Affinity,100,34,0.653737972009644,,
Average Affinity,100,35,0.6182721481114154,,
Average Affinity,100,36,0.6246868582627099,,
Average Affinity,100,37,0.6267164029354437,,
Average Affinity,100,38,0.6541194544094445,,
Average Affinity,100,39,0.6310995694574127,,
Average Affinity,100,4,0.6224850330172828,,
Average Affinity,100,40,0.6162549381971468,,
Average Affinity,100,41,0.6226619334779812,,
Average Affinity,100,42,0.6408226558920572,,
Average Affinity,100,43,0.6351728218843801,,
Average Affinity,100,44,0.6176973582450878,,
Average Affinity,100,45,0.6153452889750625,,
Average Affinity,100,46,0.6205162372409535,,
Average Affinity,100,47,0.6254141195730463,,
Average Affinity,100,48,0.6446500338040586,,
Average Affinity,100,49,0.6254910597944656,,
Average Affinity,100,5,0.6190559253650068,,
Average Affinity,100,50,0.6251116617300827,,
Average Affinity,100,51,0.6147282262896299,,
Average Affinity,100,52,0.6244739858906527,,
Average Affinity,100,53,0.6281380700960163,,
Average Affinity,100,54,0.6467396563800075,,
Average Affinity,100,55,0.6302656927027412,,
Average Affinity,100,56,0.6267752519047672,,
Average Affinity,100,57,0.6362186894250875,,
Average Affinity,100,58,0.6514952839367186,,
Average Affinity,100,59,0.6413444693135096,,
Average Affinity,100,6,0.6244115995326006,,
Average Affinity,100,60,0.64624010486704,,
Average Affinity,100,61,0.6373213047224917,,
Average Affinity,100,62,0.6325558085896064,,
Average Affinity,100,63,0.6319955086766234,,
Average Affinity,100,64,0.620946349955896,,
Average Affinity,100,65,0.6408311214260649,,
Average Affinity,100,66,0.674281799145318,,
Average Affinity,100,67,0.638712610403013,,
Average Affinity,100,68,0.6346488679115102,,
Average Affinity,100,69,0.6398962763911165,,
Average Affinity,100,7,0.644566404747261,,
Average Affinity,100,70,0.6293816284621236,,
Average Affinity,100,71,0.6255995679682469,,
Average Affinity,100,72,0.6290500194584303,,
Average Affinity,100,73,0.6338737496593528,,
Average Affinity,100,74,0.6336608699655655,,
Average Affinity,100,75,0.6240336474479923,,
Average Affinity,100,76,0.632312100190067,,
Average Affinity,100,77,0.6363425362524957,,
Average Affinity,100,78,0.646127280346837,,
Average Affinity,100,79,0.6332384124303632,,
Average Affinity,100,8,0.6300978744146958,,
Average Affinity,100,80,0.6246330403151861,,
Average Affinity,100,81,0.6259231166150669,,
Average Affinity,100,82,0.6545026129891974,,
Average Affinity,100,83,0.626693913681014,,
Average Affinity,100,84,0.6223210406437962,,
Average Affinity,100,85,0.6241262241561518,,
Average Affinity,100,86,0.6237961951571346,,
Average Affinity,100,87,0.6494554030898202,,
Average Affinity,100,88,0.62594972055808,,
Average Affinity,100,89,0.6241144885386383,,
Average Affinity,100,9,0.6377342086400397,,
Average Affinity,100,90,0.6205159705562185,,
Average Affinity,100,91,0.6279912178942108,,
Average Affinity,100,92,0.6378530436807012,,
Average Affinity,100,93,0.618360492362815,,
Average Affinity,100,94,0.6210111266728916,,
Average Affinity,100,95,0.6279448027128627,,
Average Affinity,100,96,0.6227515414104683,,
Average Affinity,100,97,0.6296364692430222,,
Average Affinity,100,98,0.6539211023945284,,
Average Affinity,100,99,0.6296771129149872,,
Average Affinity,200,0,0.6323574937380396,,
Average Affinity,200,1,0.6250594002125223,,
Average Affinity,200,10,0.6305936594861871,,
Average Affinity,200,11,0.6385957244883311,,
Average Affinity,200,12,0.635272285459189,,
Average Affinity,200,13,0.6312192620061335,,
Average Affinity,200,14,0.6223362116556045,,
Average Affinity,200,15,0.6193574683642294,,
Average Affinity,200,16,0.6317961170847595,,
Average Affinity,200,17,0.6417339652955417,,
Average Affinity,200,18,0.628110020253363,,
Average Affinity,200,19,0.6284665458663411,,
Average Affinity,200,2,0.6374386415281972,,
Average Affinity,200,20,0.6345301146994983,,
Average Affinity,200,21,0.6147157686622216,,
Average Affinity,200,22,0.6238897428935432,,
Average Affinity,200,23,0.6214582626447387,,
Average Affinity,200,24,0.6313902868253003,,
Average Affinity,200,25,0.6341707660495207,,
Average Affinity,200,26,0.6384628862344548,,
Average Affinity,200,27,0.6307137807075577,,
Average Affinity,200,28,0.6223644424577554,,
Average Affinity,200,29,0.6244049875835023,,
Average Affinity,200,3,0.6243311537786234,,
Average Affinity,200,30,0.6286038331492346,,
Average Affinity,200,31,0.6443884666402929,,
Average Affinity,200,32,0.6245115929912471,,
Average Affinity,200,33,0.6288742071456105,,
Average Affinity,200,34,0.6446625681789949,,
Average Affinity,200,35,0.6237735275102717,,
Average Affinity,200,36,0.6203002691908118,,
Average Affinity,200,37,0.6321736614728756,,
Average Affinity,200,38,0.6208866870163386,,
Average Affinity,200,39,0.6322899326044445,,
Average Affinity,200,4,0.6200205720170463,,
Average Affinity,200,40,0.6435029821017709,,
Average Affinity,200,41,0.64025931055222,,
Average Affinity,200,42,0.6309609029100482,,
Average Affinity,200,43,0.6251350797614285,,
Average Affinity,200,44,0.6328594500217437,,
Average Affinity,200,45,0.6234107138844256,,
Average Affinity,200,46,0.6269338865935159,,
Average Affinity,200,47,0.6223559278776303,,
Average Affinity,200,48,0.6221727763837617,,
Average Affinity,200,49,0.6299135791185022,,
Average Affinity,200,5,0.6350434816657853,,
Average Affinity,200,50,0.6411631946528058,,
Average Affinity,200,51,0.631664908681448,,
Average Affinity,200,52,0.6340636158457035,,
Average Affinity,200,53,0.6338248630493366,,
Average Affinity,200,54,0.6236524939430055,,
Average Affinity,200,55,0.6368899154786649,,
Average Affinity,200,56,0.6328544388794924,,
Average Affinity,200,57,0.6259562752457061,,
Average Affinity,200,58,0.6380142267433287,,
Average Affinity,200,59,0.6341390033797172,,
Average Affinity,200,6,0.6239589294635253,,
Average Affinity,200,60,0.6290813230299614,,
Average Affinity,200,61,0.6389052314745872,,
Average Affinity,200,62,0.6225368669728315,,
Average Affinity,200,63,0.6303207750569148,,
Average Affinity,200,64,0.6324099668078459,,
Average Affinity,200,65,0.6364449355295321,,
Average Affinity,200,66,0.6383953574817918,,
Average Affinity,200,67,0.6226515617178721,,
Average Affinity,200,68,0.6316070453130554,,
Average Affinity,200,69,0.6193401792922056,,
Average Affinity,200,7,0.6427503707910032,,
Average Affinity,200,70,0.6352248782921434,,
Average Affinity,200,71,0.6197674886669823,,
Average Affinity,200,72,0.6373131462758775,,
Average Affinity,200,73,0.6281215968534993,,
Average Affinity,200,74,0.6252801986614979,,
Average Affinity,200,75,0.6302108479334602,,
Average Affinity,200,76,0.6386165015023015,,
Average Affinity,200,77,0.6499275895670793,,
Average Affinity,200,78,0.63329523458859,,
Average Affinity,200,79,0.6282835332493213,,
Average Affinity,200,8,0.6307140458978261,,
Average Affinity,200,80,0.6409270440610338,,
Average Affinity,200,81,0.6297688634829753,,
Average Affinity,200,82,0.621467861661988,,
Average Affinity,200,83,0.6457133605580112,,
Average Affinity,200,84,0.6322924632252608,,
Average Affinity,200,85,0.624357904966623,,
Average Affinity,200,86,0.6303907919246345,,
Average Affinity,200,87,0.6232924374192941,,
Average Affinity,200,88,0.6518996008965166,,
Average Affinity,200,89,0.6288524844170238,,
Average Affinity,200,9,0.639577236982247,,
Average Affinity,200,90,0.6282513275873688,,
Average Affinity,200,91,0.6358365898858875,,
Average Affinity,200,92,0.623756850342182,,
Average Affinity,200,93,0.6272980195957423,,
Average Affinity,200,94,0.6326175778519108,,
Average Affinity,200,95,0.6297344895641408,,
Average Affinity,200,96,0.6351769479986299,,
Average Affinity,200,97,0.6338274528139741,,
Average Affinity,200,98,0.6349258144807772,,
Average Affinity,200,99,0.6203002691908116,,
Average Affinity,300,0,0.6258399964789452,,
Average Affinity,300,1,0.6278371056748704,,
Average Affinity,300,10,0.6267053635904087,,
Average Affinity,300,11,0.6278619847457841,,
Average Affinity,300,12,0.6355494463720668,,
Average Affinity,300,13,0.6329642623757241,,
Average Affinity,300,14,0.6332726484714635,,
Average Affinity,300,15,0.6355236050100771,,
Average Affinity,300,16,0.6307658226270417,,
Average Affinity,300,17,0.6409100418571076,,
Average Affinity,300,18,0.6303642051688556,,
Average Affinity,300,19,0.6288407950028956,,
Average Affinity,300,2,0.6395245537006873,,
Average Affinity,300,20,0.6221111914127455,,
Average Affinity,300,21,0.6286198477591669,,
Average Affinity,300,22,0.6337646622047278,,
Average Affinity,300,23,0.6308318705095525,,
Average Affinity,300,24,0.6257424255136937,,
Average Affinity,300,25,0.6259732644588277,,
Average Affinity,300,26,0.6278204100979708,,
Average Affinity,300,27,0.6260010136660424,,
Average Affinity,300,28,0.6282459386383199,,
Average Affinity,300,29,0.6464214708629838,,
Average Affinity,300,3,0.6258271260977548,,
Average Affinity,300,30,0.6324653606166587,,
Average Affinity,300,31,0.6403476934379138,,
Average Affinity,300,32,0.6422050729540966,,
Average Affinity,300,33,0.630378426104937,,
Average Affinity,300,34,0.6326209162242613,,
Average Affinity,300,35,0.6336633563848192,,
Average Affinity,300,36,0.6378028353804698,,
Average Affinity,300,37,0.6343579570770981,,
Average Affinity,300,38,0.6396434366075645,,
Average Affinity,300,39,0.6200989103302338,,
Average Affinity,300,4,0.6316524408820814,,
Average Affinity,300,40,0.6228515902106899,,
Average Affinity,300,41,0.6270351207822599,,
Average Affinity,300,42,0.6259220140049994,,
Average Affinity,300,43,0.6241258844890221,,
Average Affinity,300,44,0.627643864563369,,
Average Affinity,300,45,0.6254688133678238,,
Average Affinity,300,46,0.6324400259918161,,
Average Affinity,300,47,0.6270779706551,,
Average Affinity,300,48,0.6271732318149736,,
Average Affinity,300,49,0.6352969758949362,,
Average Affinity,300,5,0.6334382569726831,,
Average Affinity,300,50,0.6316661137317685,,
Average Affinity,300,51,0.6248487111032884,,
Average Affinity,300,52,0.6281172477831517,,
Average Affinity,300,53,0.6412852674837474,,
Average Affinity,300,54,0.6271074550651883,,
Average Affinity,300,55,0.6365818779329683,,
Average Affinity,300,56,0.6333848144745976,,
Average Affinity,300,57,0.630828131107711,,
Average Affinity,300,58,0.6345099056442777,,
Average Affinity,300,59,0.6283673439451471,,
Average Affinity,300,6,0.6270928139528218,,
Average Affinity,300,60,0.6262150071552418,,
Average Affinity,300,61,0.6348951598946212,,
Average Affinity,300,62,0.6292418128490612,,
Average Affinity,300,63,0.6261195369207548,,
Average Affinity,300,64,0.6257986691596195,,
Average Affinity,300,65,0.629371089455556,,
Average Affinity,300,66,0.6263013115805889,,
Average Affinity,300,67,0.6292056012903702,,
Average Affinity,300,68,0.6225564663073079,,
Average Affinity,300,69,0.6452689276144656,,
Average Affinity,300,7,0.6376007329705332,,
Average Affinity,300,70,0.6231818568652594,,
Average Affinity,300,71,0.6444844394660996,,
Average Affinity,300,72,0.625771847578046,,
Average Affinity,300,73,0.6313290997538875,,
Average Affinity,300,74,0.6285156094435264,,
Average Affinity,300,75,0.6273397785154079,,
Average Affinity,300,76,0.6327720416414719,,
Average Affinity,300,77,0.6269792351038477,,
Average Affinity,300,78,0.6201038985916503,,
Average Affinity,300,79,0.6262629003761727,,
Average Affinity,300,8,0.6324530242420267,,
Average Affinity,300,80,0.6256589578466681,,
Average Affinity,300,81,0.6249937955584747,,
Average Affinity,300,82,0.627538213730601,,
Average Affinity,300,83,0.6276770693647795,,
Average Affinity,300,84,0.6281369981366954,,
Average Affinity,300,85,0.6369941347346116,,
Average Affinity,300,86,0.6294229970186357,,
Average Affinity,300,87,0.6321097893322287,,
Average Affinity,300,88,0.6374916894724407,,
Average Affinity,300,89,0.6391659303514875,,
Average Affinity,300,9,0.6464214708629837,,
Average Affinity,300,90,0.6202643323557988,,
Average Affinity,300,91,0.632625989539941,,
Average Affinity,300,92,0.6369497495158755,,
Average Affinity,300,93,0.6363106400200559,,
Average Affinity,300,94,0.6314151682734935,,
Average Affinity,300,95,0.6282357928561313,,
Average Affinity,300,96,0.6359486877482895,,
Average Affinity,300,97,0.6354758549569754,,
Average Affinity,300,98,0.6363448684310511,,
Average Affinity,300,99,0.6322807104104713,,
Average Affinity,400,0,0.6326818201118549,,
Average Affinity,400,1,0.6263442533061236,,
Average Affinity,400,10,0.6281160449713902,,
Average Affinity,400,11,0.6271702865510626,,
Average Affinity,400,12,0.6299838831731517,,
Average Affinity,400,13,0.6303731980095835,,
Average Affinity,400,14,0.6303985828865244,,
Average Affinity,400,15,0.6311993736167908,,
Average Affinity,400,16,0.631760545723368,,
Average Affinity,400,17,0.6323781423542023,,
Average Affinity,400,18,0.6299713025176217,,
Average Affinity,400,19,0.6278165260179166,,
Average Affinity,400,2,0.6264747874757777,,
Average Affinity,400,20,0.6372327123447098,,
Average Affinity,400,21,0.6271647687545314,,
Average Affinity,400,22,0.6222497180158609,,
Average Affinity,400,23,0.6267126724805038,,
Average Affinity,400,24,0.635322872431521,,
Average Affinity,400,25,0.6343023867210787,,
Average Affinity,400,26,0.6373484431322547,,
Average Affinity,400,27,0.6249538275605709,,
Average Affinity,400,28,0.6234510966051547,,
Average Affinity,400,29,0.6305560785717792,,
Average Affinity,400,3,0.6258890356542731,,
Average Affinity,400,30,0.6305560785717791,,
Average Affinity,400,31,0.6334079590592776,,
Average Affinity,400,32,0.6298021386763382,,
Average Affinity,400,33,0.627002939379815,,
Average Affinity,400,34,0.634303518845211,,
Average Affinity,400,35,0.6320610978386425,,
Average Affinity,400,36,0.6250954546484637,,
Average Affinity,400,37,0.6196509740861568,,
Average Affinity,400,38,0.6284591722884914,,
Average Affinity,400,39,0.6331318751954459,,
Average Affinity,400,4,0.6280270720553537,,
Average Affinity,400,40,0.6306098166413371,,
Average Affinity,400,41,0.6342945575583253,,
Average Affinity,400,42,0.6291680474051733,,
Average Affinity,400,43,0.6300885137372894,,
Average Affinity,400,44,0.6316072794537937,,
Average Affinity,400,45,0.6226207791134305,,
Average Affinity,400,46,0.6432055267551771,,
Average Affinity,400,47,0.6308791774327468,,
Average Affinity,400,48,0.627346952716143,,
Average Affinity,400,49,0.6247123486744658,,
Average Affinity,400,5,0.6332828085373894,,
Average Affinity,400,50,0.6291053887544545,,
Average Affinity,400,51,0.625259211186782,,
Average Affinity,400,52,0.6290083043451296,,
Average Affinity,400,53,0.6354689806054767,,
Average Affinity,400,54,0.628795175010602,,
Average Affinity,400,55,0.6295504312297406,,
Average Affinity,400,56,0.6300260241908398,,
Average Affinity,400,57,0.6284621001601619,,
Average Affinity,400,58,0.627787332284406,,
Average Affinity,400,59,0.6350741419836639,,
Average Affinity,400,6,0.6344198390575061,,
Average Affinity,400,60,0.6310424367808064,,
Average Affinity,400,61,0.6344137823334929,,
Average Affinity,400,62,0.6333274018671798,,
Average Affinity,400,63,0.6291871891415847,,
Average Affinity,400,64,0.6332939596352545,,
Average Affinity,400,65,0.6368432845514318,,
Average Affinity,400,66,0.6305218222946292,,
Average Affinity,400,67,0.6278149997148755,,
Average Affinity,400,68,0.6258462782850908,,
Average Affinity,400,69,0.636786971359797,,
Average Affinity,400,7,0.6342244855159659,,
Average Affinity,400,70,0.6277871042538284,,
Average Affinity,400,71,0.629789380356636,,
Average Affinity,400,72,0.6373114766836248,,
Average Affinity,400,73,0.6295557633564351,,
Average Affinity,400,74,0.6229116968424798,,
Average Affinity,400,75,0.6233883023815868,,
Average Affinity,400,76,0.6296788418121938,,
Average Affinity,400,77,0.6336907846625878,,
Average Affinity,400,78,0.6197971316027182,,
Average Affinity,400,79,0.6353630611909273,,
Average Affinity,400,8,0.6373484431322547,,
Average Affinity,400,80,0.636390093572055,,
Average Affinity,400,81,0.6273531844563003,,
Average Affinity,400,82,0.6291508183143992,,
Average Affinity,400,83,0.6422182368407504,,
Average Affinity,400,84,0.6335598720790259,,
Average Affinity,400,85,0.6416244522354955,,
Average Affinity,400,86,0.6301823374086473,,
Average Affinity,400,87,0.6323356402579507,,
Average Affinity,400,88,0.6297874589201646,,
Average Affinity,400,89,0.627129287949406,,
Average Affinity,400,9,0.6327210163074161,,
Average Affinity,400,90,0.638912979257569,,
Average Affinity,400,91,0.6337719840783343,,
Average Affinity,400,92,0.6355734382626547,,
Average Affinity,400,93,0.6257252954428926,,
Average Affinity,400,94,0.6303893669579248,,
Average Affinity,400,95,0.6324963241683255,,
Average Affinity,400,96,0.624953827560571,,
Average Affinity,400,97,0.6305283368810738,,
Average Affinity,400,98,0.6320842076596723,,
Average Affinity,400,99,0.6279790239118115,,
Average Affinity,500,0,0.62759825064646,,
Average Affinity,500,1,0.6340898531447883,,
Average Affinity,500,10,0.6310832092166048,,
Average Affinity,500,11,0.6367910767872177,,
Average Affinity,500,12,0.6373113741316243,,
Average Affinity,500,13,0.6319747124254907,,
Average Affinity,500,14,0.6260952370168612,,
Average Affinity,500,15,0.6280829900156113,,
Average Affinity,500,16,0.6318549725575286,,
Average Affinity,500,17,0.6275150143374867,,
Average Affinity,500,18,0.6301708730695469,,
Average Affinity,500,19,0.6339761402061086,,
Average Affinity,500,2,0.6333881387917122,,
Average Affinity,500,20,0.6390462418522239,,
Average Affinity,500,21,0.6316333495828453,,
Average Affinity,500,22,0.6315579802535939,,
Average Affinity,500,23,0.6395977639341798,,
Average Affinity,500,24,0.6298746887602912,,
Average Affinity,500,25,0.632260218239813,,
Average Affinity,500,26,0.6314400488923205,,
Average Affinity,500,27,0.6399016475331115,,
Average Affinity,500,28,0.6304277834355627,,
Average Affinity,500,29,0.6340318548296161,,
Average Affinity,500,3,0.633730377527379,,
Average Affinity,500,30,0.6286520963446385,,
Average Affinity,500,31,0.6347210626570364,,
Average Affinity,500,32,0.6225467904505259,,
Average Affinity,500,33,0.624510670744409,,
Average Affinity,500,34,0.6259108424377385,,
Average Affinity,500,35,0.6274465041045778,,
Average Affinity,500,36,0.6392176271802543,,
Average Affinity,500,37,0.6257259538192821,,
Average Affinity,500,38,0.6324043692968531,,
Average Affinity,500,39,0.6305023936713177,,
Average Affinity,500,4,0.6302224302209029,,
Average Affinity,500,40,0.6257810032566978,,
Average Affinity,500,41,0.6418690404298704,,
Average Affinity,500,42,0.6248819759475706,,
Average Affinity,500,43,0.6265252799421634,,
Average Affinity,500,44,0.6271845763422267,,
Average Affinity,500,45,0.6386003535105984,,
Average Affinity,500,46,0.6292339423158071,,
Average Affinity,500,47,0.6359447656825272,,
Average Affinity,500,48,0.630112768689378,,
Average Affinity,500,49,0.6293884128766649,,
Average Affinity,500,5,0.6268875844568387,,
Average Affinity,500,50,0.6211915677391436,,
Average Affinity,500,51,0.6282831370490747,,
Average Affinity,500,52,0.627497327693868,,
Average Affinity,500,53,0.6281936220270898,,
Average Affinity,500,54,0.6239358472510433,,
Average Affinity,500,55,0.6264964969843368,,
Average Affinity,500,56,0.632606180723529,,
Average Affinity,500,57,0.6419740929793158,,
Average Affinity,500,58,0.6256663044551941,,
Average Affinity,500,59,0.6288242588425176,,
Average Affinity,500,6,0.6264864057664695,,
Average Affinity,500,60,0.6227232171552307,,
Average Affinity,500,61,0.6285247063294616,,
Average Affinity,500,62,0.6311555990550084,,
Average Affinity,500,63,0.6394397124043164,,
Average Affinity,500,64,0.6372362685959663,,
Average Affinity,500,65,0.6339444149392702,,
Average Affinity,500,66,0.6319307702682383,,
Average Affinity,500,67,0.637363891220448,,
Average Affinity,500,68,0.6396551782271113,,
Average Affinity,500,69,0.6262091245097697,,
Average Affinity,500,7,0.6301319007861913,,
Average Affinity,500,70,0.624270750366033,,
Average Affinity,500,71,0.6277349362689204,,
Average Affinity,500,72,0.6353706830290402,,
Average Affinity,500,73,0.6347304959764736,,
Average Affinity,500,74,0.6261625975770913,,
Average Affinity,500,75,0.6275436121001151,,
Average Affinity,500,76,0.6385854317707118,,
Average Affinity,500,77,0.6303088725881665,,
Average Affinity,500,78,0.6270012231647931,,
Average Affinity,500,79,0.6411998625586715,,
Average Affinity,500,8,0.6283523694546206,,
Average Affinity,500,80,0.628634967088829,,
Average Affinity,500,81,0.6326147753859478,,
Average Affinity,500,82,0.6267587946052807,,
Average Affinity,500,83,0.6322544324976065,,
Average Affinity,500,84,0.6392254768813267,,
Average Affinity,500,85,0.6288938878198689,,
Average Affinity,500,86,0.629777201767042,,
Average Affinity,500,87,0.6329371484676567,,
Average Affinity,500,88,0.6411998625586716,,
Average Affinity,500,89,0.6348329203544445,,
Average Affinity,500,9,0.6271519993744434,,
Average Affinity,500,90,0.6323356348157516,,
Average Affinity,500,91,0.6324350428657208,,
Average Affinity,500,92,0.6393997064008607,,
Average Affinity,500,93,0.6316641147447966,,
Average Affinity,500,94,0.6250239398301265,,
Average Affinity,500,95,0.6272087640118811,,
Average Affinity,500,96,0.6401449968146041,,
Average Affinity,500,97,0.6359108812888449,,
Average Affinity,500,98,0.6273610349944563,,
Average Affinity,500,99,0.6291914873680734,,
Average Affinity,600,0,0.6246763883046915,,
Average Affinity,600,1,0.6271215690485938,,
Average Affinity,600,10,0.6300773727141131,,
Average Affinity,600,11,0.6324253423078904,,
Average Affinity,600,12,0.633413918876184,,
Average Affinity,600,13,0.6289847205188507,,
Average Affinity,600,14,0.6329852936835145,,
Average Affinity,600,15,0.6367308772472671,,
Average Affinity,600,16,0.6256618191331437,,
Average Affinity,600,17,0.63606421611152,,
Average Affinity,600,18,0.6382369683182612,,
Average Affinity,600,19,0.6270954016026352,,
Average Affinity,600,2,0.6396061689947539,,
Average Affinity,600,20,0.6291420817099155,,
Average Affinity,600,21,0.6343500320629287,,
Average Affinity,600,22,0.6360099668136603,,
Average Affinity,600,23,0.6378653037843823,,
Average Affinity,600,24,0.6324513496784954,,
Average Affinity,600,25,0.6315880143273663,,
Average Affinity,600,26,0.6246942861363854,,
Average Affinity,600,27,0.6223634951564325,,
Average Affinity,600,28,0.6323709516673337,,
Average Affinity,600,29,0.6343231467322604,,
Average Affinity,600,3,0.6363611931690455,,
Average Affinity,600,30,0.6407872263052586,,
Average Affinity,600,31,0.6382800534608206,,
Average Affinity,600,32,0.6317768067355426,,
Average Affinity,600,33,0.6286234536087624,,
Average Affinity,600,34,0.6368353757093158,,
Average Affinity,600,35,0.6358789598242719,,
Average Affinity,600,36,0.6360642161115199,,
Average Affinity,600,37,0.6309184059427604,,
